"VBELN";"ERDAT";"ERNAM";"VKORG";"KUNNR";"POSNR";"ARKTX";"NETWR";"WAERK";"KWMENG"
"10812";"2008-02-02 00:00:00.000000000";"MAASSBERG";"1000";"1460";"30";"Tastatur Profesional - Modell NATURAL";"21992.4E0";"EUR";"246.0E0"
"10812";"2008-02-02 00:00:00.000000000";"MAASSBERG";"1000";"1460";"40";"SIM-Modul 4M x 36, 70 ns";"5617.5E0";"EUR";"105.0E0"
"10814";"2008-02-03 00:00:00.000000000";"MAASSBERG";"1000";"2300";"10";""Scheinwerfer ""Deluxe"""";"45240.0E0";"EUR";"754.0E0"
"10814";"2008-02-03 00:00:00.000000000";"MAASSBERG";"1000";"2300";"20";"Motorradhelm - Standard";"103200.0E0";"EUR";"344.0E0"
"10815";"2008-02-03 00:00:00.000000000";"MAASSBERG";"1000";"1360";"10";"Flatscreen MS 1585";"10823.4E0";"EUR";"9.0E0"
"10815";"2008-02-03 00:00:00.000000000";"MAASSBERG";"1000";"1360";"20";"Sunny Sunny 01";"6013.0E0";"EUR";"7.0E0"
"10815";"2008-02-03 00:00:00.000000000";"MAASSBERG";"1000";"1360";"30";"Flatscreen LE 50 P";"5398.8E0";"EUR";"12.0E0"
"10815";"2008-02-03 00:00:00.000000000";"MAASSBERG";"1000";"1360";"40";"MAG DX 17F";"9939.6E0";"EUR";"12.0E0"
"10816";"2008-02-03 00:00:00.000000000";"MAASSBERG";"1000";"1460";"10";"Jotachi SN4000";"18743.4E0";"EUR";"13.0E0"
"10817";"2008-02-03 00:00:00.000000000";"MAASSBERG";"1000";"1033";"10";"MAG DX 17F";"34196.8E0";"EUR";"44.0E0"
"10817";"2008-02-03 00:00:00.000000000";"MAASSBERG";"1000";"1033";"20";"Flatscreen MS 1585";"51813.0E0";"EUR";"45.0E0"
"10817";"2008-02-03 00:00:00.000000000";"MAASSBERG";"1000";"1033";"30";"Jotachi SN4000";"68394.2E0";"EUR";"49.0E0"
"10817";"2008-02-03 00:00:00.000000000";"MAASSBERG";"1000";"1033";"40";"Sunny Sunny 01";"34169.4E0";"EUR";"41.0E0"
"10818";"2008-02-03 00:00:00.000000000";"MAASSBERG";"1000";"2140";"10";"Flatscreen LE 50 P";"14497.0E0";"EUR";"35.0E0"
"10824";"2008-02-04 00:00:00.000000000";"MAASSBERG";"1000";"2130";"10";"Tastatur Standard - Modell EURO-Special";"21093.15E0";"EUR";"377.0E0"
"10824";"2008-02-04 00:00:00.000000000";"MAASSBERG";"1000";"2130";"20";"Prozessor  700  MHz";"19050.9E0";"EUR";"69.0E0"
"10824";"2008-02-04 00:00:00.000000000";"MAASSBERG";"1000";"2130";"30";"Festplatte 21.49 GB / SCSI-2-Fast";"49438.4E0";"EUR";"176.0E0"
"10824";"2008-02-04 00:00:00.000000000";"MAASSBERG";"1000";"2130";"40";"SIM-Modul M8M x 32, 128MB  DDR-RAM";"9099.2E0";"EUR";"121.0E0"
"10826";"2008-02-05 00:00:00.000000000";"MMUELLER";"1000";"1033";"10";"Gluehlampe 60 Watt klar 220/235V";"30.14E0";"EUR";"80.0E0"
"10827";"2008-02-05 00:00:00.000000000";"MMUELLER";"1000";"1033";"10";"Gluehlampe 60 Watt klar 220/235V";"3.77E0";"EUR";"10.0E0"
"10828";"2008-02-05 00:00:00.000000000";"MMUELLER";"1000";"1300";"10";"Gluehlampe 80 Watt klar 220/235V";"19.66E0";"EUR";"50.0E0"
"10829";"2008-02-05 00:00:00.000000000";"MMUELLER";"1000";"1460";"10";"CD-ROM Laufwerk";"1120.5E0";"EUR";"15.0E0"
"10830";"2008-02-05 00:00:00.000000000";"MMUELLER";"1000";"1001";"10";"Gluehlampe 60 Watt klar 220/235V";"26.38E0";"EUR";"70.0E0"
"10831";"2008-02-05 00:00:00.000000000";"MMUELLER";"1000";"1002";"10";"Gluehlampe 80 Watt klar 220/235V";"31.46E0";"EUR";"80.0E0"
"10832";"2008-02-05 00:00:00.000000000";"MMUELLER";"1000";"1174";"10";"Flatscreen LE 64P";"1100.0E0";"EUR";"1.0E0"
"10833";"2008-02-05 00:00:00.000000000";"MMUELLER";"1000";"1174";"10";"Flatscreen LE 64P";"48400.0E0";"EUR";"44.0E0"
"10834";"2008-02-05 00:00:00.000000000";"MMUELLER";"1000";"1175";"10";"Flatscreen MS 1575P";"55000.0E0";"EUR";"44.0E0"
"10835";"2008-02-05 00:00:00.000000000";"MMUELLER";"1000";"1175";"10";"Flatscreen MS 1575P";"1250.0E0";"EUR";"1.0E0"
"10836";"2008-02-07 00:00:00.000000000";"MAASSBERG";"1000";"1901";"10";"Deluxe Taillight";"16213.24E0";"USD";"452.0E0"
"10836";"2008-02-07 00:00:00.000000000";"MAASSBERG";"1000";"1901";"20";"Deluxe Gas Tank Striping Decals";"21999.04E0";"USD";"736.0E0"
"10837";"2008-02-07 00:00:00.000000000";"MAASSBERG";"1000";"2130";"10";"Flatscreen MS 1460 P";"10308.0E0";"EUR";"12.0E0"
"10837";"2008-02-07 00:00:00.000000000";"MAASSBERG";"1000";"2130";"20";"Sunny Xa1";"6864.9E0";"EUR";"7.0E0"
"10837";"2008-02-07 00:00:00.000000000";"MAASSBERG";"1000";"2130";"30";"Flatscreen MS 1775P";"15204.0E0";"EUR";"12.0E0"
"10837";"2008-02-07 00:00:00.000000000";"MAASSBERG";"1000";"2130";"40";"MAG PA/DX 175";"12161.8E0";"EUR";"14.0E0"
"10838";"2008-02-07 00:00:00.000000000";"MAASSBERG";"1000";"2007";"10";"Jotachi SN4500";"12940.2E0";"EUR";"18.0E0"
"10839";"2008-02-07 00:00:00.000000000";"MAASSBERG";"1000";"2004";"10";"Flatscreen MS 1460 P";"65800.0E0";"EUR";"47.0E0"
"10839";"2008-02-07 00:00:00.000000000";"MAASSBERG";"1000";"2004";"20";"Flatscreen MS 1775P";"51664.5E0";"EUR";"43.0E0"
"10839";"2008-02-07 00:00:00.000000000";"MAASSBERG";"1000";"2004";"30";"MAG PA/DX 175";"39244.8E0";"EUR";"48.0E0"
"10839";"2008-02-07 00:00:00.000000000";"MAASSBERG";"1000";"2004";"40";"Sunny Xa1";"42473.2E0";"EUR";"44.0E0"
"10840";"2008-02-07 00:00:00.000000000";"MAASSBERG";"1000";"2200";"10";"Jotachi SN4500";"31881.6E0";"EUR";"48.0E0"
"10846";"2008-02-08 00:00:00.000000000";"MAASSBERG";"1000";"1172";"10";"Festplatte 42.94 GB / SCSI-2-Fast";"28538.4E0";"EUR";"92.0E0"
"10846";"2008-02-08 00:00:00.000000000";"MAASSBERG";"1000";"1172";"20";"SIM-Modul 256 MB 16M x 32, 70 ns";"11713.2E0";"EUR";"86.0E0"
"10846";"2008-02-08 00:00:00.000000000";"MAASSBERG";"1000";"1172";"30";"Prozessor  500 MHz";"29685.6E0";"EUR";"186.0E0"
"10846";"2008-02-08 00:00:00.000000000";"MAASSBERG";"1000";"1172";"40";"Tastatur Professional - Modell PROFITEC";"19890.0E0";"EUR";"306.0E0"
"10848";"2008-02-09 00:00:00.000000000";"MAASSBERG";"1000";"1174";"10";"SunFun / 1200 cm3";"930000.0E0";"EUR";"62.0E0"
"10849";"2008-02-09 00:00:00.000000000";"MAASSBERG";"1000";"1360";"10";"Jotachi SN5000";"15544.8E0";"EUR";"18.0E0"
"10849";"2008-02-09 00:00:00.000000000";"MAASSBERG";"1000";"1360";"20";"Flatscreen LE 64P";"12902.4E0";"EUR";"18.0E0"
"10849";"2008-02-09 00:00:00.000000000";"MAASSBERG";"1000";"1360";"30";"SEC Multisync XV15";"13142.4E0";"EUR";"12.0E0"
"10849";"2008-02-09 00:00:00.000000000";"MAASSBERG";"1000";"1360";"40";"Sunny Tetral3";"6614.3E0";"EUR";"7.0E0"
"10850";"2008-02-09 00:00:00.000000000";"MAASSBERG";"1000";"1172";"10";"Flatscreen MS 1785P";"21531.2E0";"EUR";"16.0E0"
"10851";"2008-02-09 00:00:00.000000000";"MAASSBERG";"1000";"2140";"10";"SEC Multisync XV15";"41536.0E0";"EUR";"40.0E0"
"10851";"2008-02-09 00:00:00.000000000";"MAASSBERG";"1000";"2140";"20";"Flatscreen LE 64P";"31900.0E0";"EUR";"29.0E0"
"10851";"2008-02-09 00:00:00.000000000";"MAASSBERG";"1000";"2140";"30";"Sunny Tetral3";"45994.0E0";"EUR";"52.0E0"
"10851";"2008-02-09 00:00:00.000000000";"MAASSBERG";"1000";"2140";"40";"Flatscreen MS 1785P";"65190.0E0";"EUR";"50.0E0"
"10852";"2008-02-09 00:00:00.000000000";"MAASSBERG";"1000";"2004";"10";"Jotachi SN5000";"37710.0E0";"EUR";"50.0E0"
"10857";"2008-02-10 00:00:00.000000000";"MAASSBERG";"1000";"2007";"10";"Tastatur Professional - Modell MAXITEC";"20716.2E0";"EUR";"306.0E0"
"10857";"2008-02-10 00:00:00.000000000";"MAASSBERG";"1000";"2007";"20";"Festplatte 21.13 GB /  ATA-2";"82812.4E0";"EUR";"319.0E0"
"10857";"2008-02-10 00:00:00.000000000";"MAASSBERG";"1000";"2007";"30";"SIM-Modul 8M x 36, 70 ns";"5742.0E0";"EUR";"60.0E0"
"10859";"2008-02-11 00:00:00.000000000";"MAASSBERG";"1000";"1900";"10";"CrossFun / 350 cm3";"406000.0E0";"EUR";"58.0E0"
"10860";"2008-02-11 00:00:00.000000000";"MAASSBERG";"1000";"2007";"10";"Flatscreen MS 1575P";"8990.4E0";"EUR";"8.0E0"
"10860";"2008-02-11 00:00:00.000000000";"MAASSBERG";"1000";"2007";"20";"Sunny Extrem";"1016.5E0";"EUR";"1.0E0"
"10860";"2008-02-11 00:00:00.000000000";"MAASSBERG";"1000";"2007";"30";"SEC Multisync XV 17";"11660.4E0";"EUR";"9.0E0"
"10860";"2008-02-11 00:00:00.000000000";"MAASSBERG";"1000";"2007";"40";"Jotachi SN 7000";"11566.1E0";"EUR";"13.0E0"
"10861";"2008-02-11 00:00:00.000000000";"MAASSBERG";"1000";"2130";"10";"MAG DX 15F/Fe";"9448.8E0";"EUR";"12.0E0"
"10862";"2008-02-11 00:00:00.000000000";"MAASSBERG";"1000";"1033";"10";"MAG DX 15F/Fe";"29900.0E0";"EUR";"40.0E0"
"10862";"2008-02-11 00:00:00.000000000";"MAASSBERG";"1000";"1033";"20";"Sunny Extrem";"55691.6E0";"EUR";"58.0E0"
"10862";"2008-02-11 00:00:00.000000000";"MAASSBERG";"1000";"1033";"30";"Jotachi SN 7000";"40880.0E0";"EUR";"50.0E0"
"10862";"2008-02-11 00:00:00.000000000";"MAASSBERG";"1000";"1033";"40";"Flatscreen MS 1575P";"41250.0E0";"EUR";"33.0E0"
"10863";"2008-02-11 00:00:00.000000000";"MAASSBERG";"1000";"2200";"10";"SEC Multisync XV 17";"52524.5E0";"EUR";"43.0E0"
"10869";"2008-02-16 00:00:00.000000000";"MAASSBERG";"1000";"1032";"10";"Pumpe PRECISION 103";"96378.6E0";"EUR";"29.0E0"
"10869";"2008-02-16 00:00:00.000000000";"MAASSBERG";"1000";"1032";"20";"Pumpe PRECISION 101";"104488.8E0";"EUR";"39.0E0"
"10869";"2008-02-16 00:00:00.000000000";"MAASSBERG";"1000";"1032";"30";"Pumpe PRECISION 102";"72890.4E0";"EUR";"24.0E0"
"10869";"2008-02-16 00:00:00.000000000";"MAASSBERG";"1000";"1032";"40";"Pumpe PRECISION 104";"85385.0E0";"EUR";"25.0E0"
"10870";"2008-02-16 00:00:00.000000000";"MAASSBERG";"1000";"2000";"10";"Pumpe Standard IDESNORM 100-402";"207051.0E0";"EUR";"65.0E0"
"10878";"2008-02-18 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 102";"67600.0E0";"EUR";"26.0E0"
"10879";"2008-02-18 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 103";"57000.0E0";"EUR";"19.0E0"
"10880";"2008-02-18 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 104";"88450.0E0";"EUR";"29.0E0"
"10881";"2008-02-18 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 102";"65000.0E0";"EUR";"25.0E0"
"10882";"2008-02-18 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 103";"63000.0E0";"EUR";"21.0E0"
"10883";"2008-02-18 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 104";"76250.0E0";"EUR";"25.0E0"
"10884";"2008-02-18 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 102";"72000.0E0";"EUR";"24.0E0"
"10885";"2008-02-18 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 103";"68000.0E0";"EUR";"20.0E0"
"10886";"2008-02-18 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 104";"93150.0E0";"EUR";"27.0E0"
"10887";"2008-02-18 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 102";"105000.0E0";"EUR";"35.0E0"
"10888";"2008-02-18 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 103";"85000.0E0";"EUR";"25.0E0"
"10889";"2008-02-18 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 104";"127650.0E0";"EUR";"37.0E0"
"10890";"2008-02-21 00:00:00.000000000";"MAASSBERG";"1000";"1360";"10";""PAQ Bildschirm, 20"", Farbe"";"4928.8E0";"EUR";"4.0E0"
"10891";"2008-02-21 00:00:00.000000000";"MAASSBERG";"1000";"1360";"10";""PAQ Bildschirm, 20"", Farbe"";"25876.2E0";"EUR";"21.0E0"
"10892";"2008-02-22 00:00:00.000000000";"MAASSBERG";"1000";"1460";"10";""TFT Bildschirm, 17""1"";"3246.5E0";"EUR";"5.0E0"
"10893";"2008-02-22 00:00:00.000000000";"MAASSBERG";"1000";"2130";"10";""TFT Bildschirm, 17""1"";"16881.8E0";"EUR";"26.0E0"
"10898";"2008-03-04 00:00:00.000000000";"MAASSBERG";"1000";"1360";"10";"SIM-Modul M8M x 32, 128MB  DDR-RAM";"9024.0E0";"EUR";"120.0E0"
"10898";"2008-03-04 00:00:00.000000000";"MAASSBERG";"1000";"1360";"20";"Tastatur Standard - Modell EURO-Special";"20925.3E0";"EUR";"374.0E0"
"10898";"2008-03-04 00:00:00.000000000";"MAASSBERG";"1000";"1360";"30";"Prozessor  700  MHz";"18774.8E0";"EUR";"68.0E0"
"10898";"2008-03-04 00:00:00.000000000";"MAASSBERG";"1000";"1360";"40";"Festplatte 21.49 GB / SCSI-2-Fast";"48876.6E0";"EUR";"174.0E0"
"10899";"2008-03-07 00:00:00.000000000";"MAASSBERG";"1000";"2300";"10";""R³cklicht ""Deluxe"""";"15960.0E0";"EUR";"532.0E0"
"10899";"2008-03-07 00:00:00.000000000";"MAASSBERG";"1000";"2300";"20";""Benzintank ""Deluxe""-Zierstreifen"";"21625.0E0";"EUR";"865.0E0"
"10900";"2008-03-07 00:00:00.000000000";"MAASSBERG";"1000";"1172";"10";"Flatscreen MS 1460 P";"10308.0E0";"EUR";"12.0E0"
"10900";"2008-03-07 00:00:00.000000000";"MAASSBERG";"1000";"1172";"20";"Sunny Xa1";"6864.9E0";"EUR";"7.0E0"
"10900";"2008-03-07 00:00:00.000000000";"MAASSBERG";"1000";"1172";"30";"MAG PA/DX 175";"11293.1E0";"EUR";"13.0E0"
"10900";"2008-03-07 00:00:00.000000000";"MAASSBERG";"1000";"1172";"40";"Jotachi SN4500";"12940.2E0";"EUR";"18.0E0"
"10901";"2008-03-07 00:00:00.000000000";"MAASSBERG";"1000";"2130";"10";"Flatscreen MS 1775P";"15204.0E0";"EUR";"12.0E0"
"10902";"2008-03-07 00:00:00.000000000";"MAASSBERG";"1000";"2004";"10";"Jotachi SN4500";"31217.4E0";"EUR";"47.0E0"
"10902";"2008-03-07 00:00:00.000000000";"MAASSBERG";"1000";"2004";"20";"Sunny Xa1";"41507.9E0";"EUR";"43.0E0"
"10902";"2008-03-07 00:00:00.000000000";"MAASSBERG";"1000";"2004";"30";"Flatscreen MS 1460 P";"64400.0E0";"EUR";"46.0E0"
"10902";"2008-03-07 00:00:00.000000000";"MAASSBERG";"1000";"2004";"40";"MAG PA/DX 175";"39244.8E0";"EUR";"48.0E0"
"10903";"2008-03-07 00:00:00.000000000";"MAASSBERG";"1000";"1033";"10";"Flatscreen MS 1775P";"50463.0E0";"EUR";"42.0E0"
"10911";"2008-03-08 00:00:00.000000000";"MAASSBERG";"1000";"2007";"10";"Prozessor  500 MHz";"29366.4E0";"EUR";"184.0E0"
"10911";"2008-03-08 00:00:00.000000000";"MAASSBERG";"1000";"2007";"20";"Tastatur Professional - Modell PROFITEC";"19695.0E0";"EUR";"303.0E0"
"10911";"2008-03-08 00:00:00.000000000";"MAASSBERG";"1000";"2007";"30";"Festplatte 42.94 GB / SCSI-2-Fast";"28228.2E0";"EUR";"91.0E0"
"10911";"2008-03-08 00:00:00.000000000";"MAASSBERG";"1000";"2007";"40";"SIM-Modul 256 MB 16M x 32, 70 ns";"11577.0E0";"EUR";"85.0E0"
"10913";"2008-03-09 00:00:00.000000000";"MAASSBERG";"1000";"1174";"10";"SunFun / 1200 cm3";"1095000.0E0";"EUR";"73.0E0"
"10914";"2008-03-09 00:00:00.000000000";"MAASSBERG";"1000";"1360";"10";"SEC Multisync XV15";"13142.4E0";"EUR";"12.0E0"
"10914";"2008-03-09 00:00:00.000000000";"MAASSBERG";"1000";"1360";"20";"Flatscreen MS 1785P";"21531.2E0";"EUR";"16.0E0"
"10914";"2008-03-09 00:00:00.000000000";"MAASSBERG";"1000";"1360";"30";"Jotachi SN5000";"15544.8E0";"EUR";"18.0E0"
"10914";"2008-03-09 00:00:00.000000000";"MAASSBERG";"1000";"1360";"40";"Flatscreen LE 64P";"12902.4E0";"EUR";"18.0E0"
"10915";"2008-03-09 00:00:00.000000000";"MAASSBERG";"1000";"2007";"10";"Sunny Tetral3";"6614.3E0";"EUR";"7.0E0"
"10916";"2008-03-09 00:00:00.000000000";"MAASSBERG";"1000";"1033";"10";"Sunny Tetral3";"45109.5E0";"EUR";"51.0E0"
"10916";"2008-03-09 00:00:00.000000000";"MAASSBERG";"1000";"1033";"20";"SEC Multisync XV15";"40497.6E0";"EUR";"39.0E0"
"10916";"2008-03-09 00:00:00.000000000";"MAASSBERG";"1000";"1033";"30";"Jotachi SN5000";"37710.0E0";"EUR";"50.0E0"
"10916";"2008-03-09 00:00:00.000000000";"MAASSBERG";"1000";"1033";"40";"Flatscreen LE 64P";"31900.0E0";"EUR";"29.0E0"
"10917";"2008-03-09 00:00:00.000000000";"MAASSBERG";"1000";"2140";"10";"Flatscreen MS 1785P";"63886.2E0";"EUR";"49.0E0"
"10923";"2008-03-09 00:00:00.000000000";"KAKATI";"1000";"1460";"10";"SIM-Modul 4M x 36, 70 ns";"5564.0E0";"EUR";"104.0E0"
"10923";"2008-03-09 00:00:00.000000000";"KAKATI";"1000";"1460";"20";"Tastatur Standard - Modell EURO";"22840.95E0";"EUR";"381.0E0"
"10923";"2008-03-09 00:00:00.000000000";"KAKATI";"1000";"1460";"30";"Festplatte 10.80 GB / SCSI-2-Fast";"69583.5E0";"EUR";"315.0E0"
"10923";"2008-03-09 00:00:00.000000000";"KAKATI";"1000";"1460";"40";"Tastatur Profesional - Modell NATURAL";"21813.6E0";"EUR";"244.0E0"
"10924";"2008-03-09 00:00:00.000000000";"KAKATI";"1000";"1901";"10";"Motorcycle Helmet - Standard";"154305.0E0";"USD";"405.0E0"
"10924";"2008-03-09 00:00:00.000000000";"KAKATI";"1000";"1901";"20";"Deluxe Headlight";"67589.4E0";"USD";"887.0E0"
"10925";"2008-03-09 00:00:00.000000000";"KAKATI";"1000";"1172";"10";"Flatscreen MS 1585";"10823.4E0";"EUR";"9.0E0"
"10925";"2008-03-09 00:00:00.000000000";"KAKATI";"1000";"1172";"20";"Jotachi SN4000";"18743.4E0";"EUR";"13.0E0"
"10925";"2008-03-09 00:00:00.000000000";"KAKATI";"1000";"1172";"30";"Sunny Sunny 01";"6013.0E0";"EUR";"7.0E0"
"10925";"2008-03-09 00:00:00.000000000";"KAKATI";"1000";"1172";"40";"MAG DX 17F";"9939.6E0";"EUR";"12.0E0"
"10926";"2008-03-09 00:00:00.000000000";"KAKATI";"1000";"1460";"10";"Flatscreen LE 50 P";"5398.8E0";"EUR";"12.0E0"
"10927";"2008-03-09 00:00:00.000000000";"KAKATI";"1000";"2200";"10";"Sunny Sunny 01";"34169.4E0";"EUR";"41.0E0"
"10927";"2008-03-09 00:00:00.000000000";"KAKATI";"1000";"2200";"20";"MAG DX 17F";"33419.6E0";"EUR";"43.0E0"
"10927";"2008-03-09 00:00:00.000000000";"KAKATI";"1000";"2200";"30";"Jotachi SN4000";"66998.4E0";"EUR";"48.0E0"
"10927";"2008-03-09 00:00:00.000000000";"KAKATI";"1000";"2200";"40";"Flatscreen LE 50 P";"14082.8E0";"EUR";"34.0E0"
"10928";"2008-03-09 00:00:00.000000000";"KAKATI";"1000";"2140";"10";"Flatscreen MS 1585";"51813.0E0";"EUR";"45.0E0"
"10936";"2008-03-10 00:00:00.000000000";"MAASSBERG";"1000";"2130";"10";"Tastatur Professional - Modell MAXITEC";"20513.1E0";"EUR";"303.0E0"
"10936";"2008-03-10 00:00:00.000000000";"MAASSBERG";"1000";"2130";"20";"Festplatte 21.13 GB /  ATA-2";"82033.6E0";"EUR";"316.0E0"
"10936";"2008-03-10 00:00:00.000000000";"MAASSBERG";"1000";"2130";"30";"SIM-Modul 8M x 36, 70 ns";"5646.3E0";"EUR";"59.0E0"
"10938";"2008-03-11 00:00:00.000000000";"MAASSBERG";"1000";"1900";"10";"CrossFun / 350 cm3";"476000.0E0";"EUR";"68.0E0"
"10939";"2008-03-11 00:00:00.000000000";"MAASSBERG";"1000";"2130";"10";"MAG DX 15F/Fe";"9448.8E0";"EUR";"12.0E0"
"10939";"2008-03-11 00:00:00.000000000";"MAASSBERG";"1000";"2130";"20";"Sunny Extrem";"1016.5E0";"EUR";"1.0E0"
"10939";"2008-03-11 00:00:00.000000000";"MAASSBERG";"1000";"2130";"30";"Jotachi SN 7000";"11566.1E0";"EUR";"13.0E0"
"10939";"2008-03-11 00:00:00.000000000";"MAASSBERG";"1000";"2130";"40";"SEC Multisync XV 17";"11660.4E0";"EUR";"9.0E0"
"10940";"2008-03-11 00:00:00.000000000";"MAASSBERG";"1000";"2007";"10";"Flatscreen MS 1575P";"7866.6E0";"EUR";"7.0E0"
"10941";"2008-03-11 00:00:00.000000000";"MAASSBERG";"1000";"2200";"10";"Sunny Extrem";"55691.6E0";"EUR";"58.0E0"
"10941";"2008-03-11 00:00:00.000000000";"MAASSBERG";"1000";"2200";"20";"Flatscreen MS 1575P";"41250.0E0";"EUR";"33.0E0"
"10941";"2008-03-11 00:00:00.000000000";"MAASSBERG";"1000";"2200";"30";"SEC Multisync XV 17";"52524.5E0";"EUR";"43.0E0"
"10941";"2008-03-11 00:00:00.000000000";"MAASSBERG";"1000";"2200";"40";"Jotachi SN 7000";"40880.0E0";"EUR";"50.0E0"
"10942";"2008-03-11 00:00:00.000000000";"MAASSBERG";"1000";"2004";"10";"MAG DX 15F/Fe";"29900.0E0";"EUR";"40.0E0"
"10948";"2008-03-16 00:00:00.000000000";"MAASSBERG";"1000";"2000";"10";"Pumpe PRECISION 103";"106348.8E0";"EUR";"32.0E0"
"10948";"2008-03-16 00:00:00.000000000";"MAASSBERG";"1000";"2000";"20";"Pumpe PRECISION 101";"112526.4E0";"EUR";"42.0E0"
"10948";"2008-03-16 00:00:00.000000000";"MAASSBERG";"1000";"2000";"30";"Pumpe Standard IDESNORM 100-402";"222978.0E0";"EUR";"70.0E0"
"10948";"2008-03-16 00:00:00.000000000";"MAASSBERG";"1000";"2000";"40";"Pumpe PRECISION 102";"78964.6E0";"EUR";"26.0E0"
"10949";"2008-03-16 00:00:00.000000000";"MAASSBERG";"1000";"1320";"10";"Pumpe PRECISION 104";"92215.8E0";"EUR";"27.0E0"
"10951";"2008-03-16 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 102";"67600.0E0";"EUR";"26.0E0"
"10952";"2008-03-16 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 103";"45000.0E0";"EUR";"15.0E0"
"10953";"2008-03-16 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 104";"82350.0E0";"EUR";"27.0E0"
"10954";"2008-03-16 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 102";"70200.0E0";"EUR";"27.0E0"
"10955";"2008-03-16 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 103";"69000.0E0";"EUR";"23.0E0"
"10956";"2008-03-16 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 104";"76250.0E0";"EUR";"25.0E0"
"10957";"2008-03-16 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 102";"75000.0E0";"EUR";"25.0E0"
"10958";"2008-03-16 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 103";"64600.0E0";"EUR";"19.0E0"
"10959";"2008-03-16 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 104";"79350.0E0";"EUR";"23.0E0"
"10960";"2008-03-16 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 102";"111000.0E0";"EUR";"37.0E0"
"10961";"2008-03-16 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 103";"112200.0E0";"EUR";"33.0E0"
"10962";"2008-03-16 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 104";"120750.0E0";"EUR";"35.0E0"
"10963";"2008-03-21 00:00:00.000000000";"MAASSBERG";"1000";"1460";"10";""PAQ Bildschirm, 20"", Farbe"";"4928.8E0";"EUR";"4.0E0"
"10964";"2008-03-21 00:00:00.000000000";"MAASSBERG";"1000";"1360";"10";""PAQ Bildschirm, 20"", Farbe"";"25876.2E0";"EUR";"21.0E0"
"10965";"2008-03-22 00:00:00.000000000";"MAASSBERG";"1000";"1360";"10";""TFT Bildschirm, 17""1"";"3246.5E0";"EUR";"5.0E0"
"10966";"2008-03-22 00:00:00.000000000";"MAASSBERG";"1000";"1460";"10";""TFT Bildschirm, 17""1"";"16881.8E0";"EUR";"26.0E0"
"10971";"2008-04-04 00:00:00.000000000";"MAASSBERG";"1000";"1460";"10";"Festplatte 10.80 GB / SCSI-2-Fast";"68920.8E0";"EUR";"312.0E0"
"10971";"2008-04-04 00:00:00.000000000";"MAASSBERG";"1000";"1460";"20";"Tastatur Profesional - Modell NATURAL";"21545.4E0";"EUR";"241.0E0"
"10971";"2008-04-04 00:00:00.000000000";"MAASSBERG";"1000";"1460";"30";"Tastatur Standard - Modell EURO";"22601.15E0";"EUR";"377.0E0"
"10971";"2008-04-04 00:00:00.000000000";"MAASSBERG";"1000";"1460";"40";"SIM-Modul 4M x 36, 70 ns";"5510.5E0";"EUR";"103.0E0"
"10972";"2008-04-05 00:00:00.000000000";"MAASSBERG";"1000";"1901";"10";"Motorcycle Helmet - Standard";"202788.78E0";"USD";"526.0E0"
"10972";"2008-04-05 00:00:00.000000000";"MAASSBERG";"1000";"1901";"20";"Deluxe Headlight";"88907.83E0";"USD";""
